id,series_code,серия,название,год,имя_файла,путь_исходник,путь_clean,слова_clean,токены_clean,строки_clean,символы_clean,токены_исходник,доля_токенов_сохранено,короткий_текст,для_сравнения,повреждена_очисткой
dasha_007,ДВ,Даша Васильева,Жена моего мужа,2000,ДВ_Жена моего мужа.txt,txt ДашаВасильева/06 Жена моего мужа.txt,dasha/ДВ_Жена моего мужа.txt,38942,36998,4245,255402,75399,0.491,,да,
evlampia_027,ЕР,Евлампия Романова,Император деревни Гадюкино,2009,ЕР_Император деревни Гадюкино.txt,txt ЕвлампияРоманова/27 Император деревни Гадюкино.txt,evlampia/ЕР_Император деревни Гадюкино.txt,39438,36998,4051,252640,74713,0.495,,да,
sergeeva_004,ТС,Татьяна Сергеева,"Инь, янь и всякая дрянь",2008,"ТС_Инь, янь и всякая дрянь.txt","txt ТатьянаСергеева/03 Инь, янь и всякая дрянь.txt","sergeeva/ТС_Инь, янь и всякая дрянь.txt",39738,36998,4863,249934,74441,0.497,,да,
dasha_073,ДВ,Даша Васильева,Ипотека на Марсе,2025,ДВ_Ипотека на Марсе.txt,txt ДашаВасильева/72. Ипотека на Марсе.txt,dasha/ДВ_Ипотека на Марсе.txt,39466,36998,4729,249040,42956,0.861,,да,
evlampia_011,ЕР,Евлампия Романова,Камасутра для Микки-Мауса,2003,ЕР_Камасутра для Микки-Мауса.txt,txt ЕвлампияРоманова/11 Камасутра для Микки-Мауса.txt,evlampia/ЕР_Камасутра для Микки-Мауса.txt,39568,36998,4196,248698,80524,0.459,,да,
viola_048,ВТ,Виола Тараканова,Край непуганых Буратино,2021,ВТ_Край непуганых Буратино.txt,txt ВиолаТараканова/48. Край непуганых Буратино.txt,viola/ВТ_Край непуганых Буратино.txt,39390,36998,4781,245716,48678,0.76,,да,
podushkin_023,ИП,Иван Подушкин,Кто в чемодане живет,2017,ИП_Кто в чемодане живет.txt,txt ИванПодушкин/23 Кто в чемодане живет.txt,podushkin/ИП_Кто в чемодане живет.txt,39860,36998,4700,251364,62617,0.591,,да,
sergeeva_034,ТС,Татьяна Сергеева,Курятник в пентхаусе,2022,ТС_Курятник в пентхаусе.txt,txt ТатьянаСергеева/33 Курятник в пентхаусе.txt,sergeeva/ТС_Курятник в пентхаусе.txt,39609,36998,4552,246367,44746,0.827,,да,
evlampia_016,ЕР,Евлампия Романова,Лампа разыскивает Алладина,2005,ЕР_Лампа разыскивает Алладина.txt,txt ЕвлампияРоманова/16 Лампа разыскивает Алладина.txt,evlampia/ЕР_Лампа разыскивает Алладина.txt,39372,36998,4445,248141,81720,0.453,,да,
dasha_039,ДВ,Даша Васильева,Любовница египетской мумии,2010,ДВ_Любовница египетской мумии.txt,txt ДашаВасильева/38 Любовница египетской мумии.txt,dasha/ДВ_Любовница египетской мумии.txt,39581,36998,4182,252543,77261,0.479,,да,
dasha_063,ДВ,Даша Васильева,Мокрое дело водяного,2020,ДВ_Мокрое дело водяного.txt,txt ДашаВасильева/62 Мокрое дело водяного.txt,dasha/ДВ_Мокрое дело водяного.txt,39834,36998,4838,247512,50879,0.727,,да,
viola_013,ВТ,Виола Тараканова,Муха в самолете,2005,ВТ_Муха в самолете.txt,txt ВиолаТараканова/13 Муха в самолете.txt,viola/ВТ_Муха в самолете.txt,39447,36998,3838,246500,80187,0.461,,да,
dasha_068,ДВ,Даша Васильева,Плохая репутация Курочки Рябы,2022,ДВ_Плохая репутация Курочки Рябы.txt,txt ДашаВасильева/67 Плохая репутация Курочки Рябы.txt,dasha/ДВ_Плохая репутация Курочки Рябы.txt,39446,36998,4658,249434,45951,0.805,,да,
dasha_018,ДВ,Даша Васильева,Полет над гнездом индюшки,2002,ДВ_Полет над гнездом индюшки.txt,txt ДашаВасильева/17 Полет над гнездом индюшки.txt,dasha/ДВ_Полет над гнездом индюшки.txt,39429,36998,4172,247537,69008,0.536,,да,
dasha_056,ДВ,Даша Васильева,Последняя гастроль госпожи Удачи,2018,ДВ_Последняя гастроль госпожи Удачи.txt,txt ДашаВасильева/55 Последняя гастроль госпожи Удачи.txt,dasha/ДВ_Последняя гастроль госпожи Удачи.txt,39850,36998,4968,249878,63025,0.587,,да,
evlampia_008,ЕР,Евлампия Романова,Прогноз гадостей на завтра,2001,ЕР_Прогноз гадостей на завтра.txt,txt ЕвлампияРоманова/08 Прогноз гадостей на завтра.txt,evlampia/ЕР_Прогноз гадостей на завтра.txt,39236,36998,3862,249101,75252,0.492,,да,
evlampia_044,ЕР,Евлампия Романова,Пятизвездочный теремок,2018,ЕР_Пятизвездочный теремок.txt,txt ЕвлампияРоманова/44 Пятизвездочный теремок.txt,evlampia/ЕР_Пятизвездочный теремок.txt,39458,36998,4857,249026,54719,0.676,,да,
dasha_025,ДВ,Даша Васильева,Стилист для снежного человека,2005,ДВ_Стилист для снежного человека.txt,txt ДашаВасильева/24 Стилист для снежного человека.txt,dasha/ДВ_Стилист для снежного человека.txt,39308,36998,4355,248857,75198,0.492,,да,
viola_020,ВТ,Виола Тараканова,Стриптиз Жар-птицы,2008,ВТ_Стриптиз Жар-птицы.txt,txt ВиолаТараканова/20 Стриптиз Жар-птицы.txt,viola/ВТ_Стриптиз Жар-птицы.txt,39949,36998,4969,247968,77809,0.475,,да,
evlampia_061,ЕР,Евлампия Романова,Такси до леса Берендея,2025,ЕР_Такси до леса Берендея.txt,txt ЕвлампияРоманова/61 Такси до леса Берендея.txt,evlampia/ЕР_Такси до леса Берендея.txt,39087,36998,4608,246816,45100,0.82,,да,
sergeeva_016,ТС,Татьяна Сергеева,Толстушка под прикрытием,2013,ТС_Толстушка под прикрытием.txt,txt ТатьянаСергеева/15 Толстушка под прикрытием.txt,sergeeva/ТС_Толстушка под прикрытием.txt,38914,36998,4145,252008,68779,0.538,,да,
podushkin_004,ИП,Иван Подушкин,13 несчастий Геракла,2003,ИП_13 несчастий Геракла.txt,txt ИванПодушкин/04 13 несчастий Геракла.txt,podushkin/ИП_13 несчастий Геракла.txt,39563,36999,4276,250358,71159,0.52,,да,
evlampia_028,ЕР,Евлампия Романова,Бабочка в гипсе,2009,ЕР_Бабочка в гипсе.txt,txt ЕвлампияРоманова/28 Бабочка в гипсе.txt,evlampia/ЕР_Бабочка в гипсе.txt,39733,36999,4032,253501,75279,0.491,,да,
viola_053,ВТ,Виола Тараканова,Буря в стакане беды,2024,ВТ_Буря в стакане беды.txt,txt ВиолаТараканова/53 Буря в стакане беды.txt,viola/ВТ_Буря в стакане беды.txt,39572,36999,5126,248872,40802,0.907,,да,
dasha_043,ДВ,Даша Васильева,Гений страшной красоты,2011,ДВ_Гений страшной красоты.txt,txt ДашаВасильева/42 Гений страшной красоты.txt,dasha/ДВ_Гений страшной красоты.txt,39549,36999,4413,250370,69459,0.533,,да,
viola_022,ВТ,Виола Тараканова,Горячая любовь снеговика,2008,ВТ_Горячая любовь снеговика.txt,txt ВиолаТараканова/22 Горячая любовь снеговика.txt,viola/ВТ_Горячая любовь снеговика.txt,40373,36999,4823,249234,70989,0.521,,да,
dasha_022,ДВ,Даша Васильева,Доллары царя Гороха,2004,ДВ_Доллары царя Гороха.txt,txt ДашаВасильева/21 Доллары царя Гороха.txt,dasha/ДВ_Доллары царя Гороха.txt,39423,36999,4369,247267,80959,0.457,,да,
kozlova_016,СК,Степанида Козлова,Дресс-код летучей мыши,2021,СК_Дресс-код летучей мыши.txt,txt СтепанидаКозлова/16 Дресс-код летучей мыши.txt,kozlova/СК_Дресс-код летучей мыши.txt,39548,36999,4619,247096,49934,0.741,,да,
dasha_020,ДВ,Даша Васильева,Жаба с кошельком,2003,ДВ_Жаба с кошельком.txt,txt ДашаВасильева/19 Жаба с кошельком.txt,dasha/ДВ_Жаба с кошельком.txt,39702,36999,4155,247865,72786,0.508,,да,
dasha_023,ДВ,Даша Васильева,Камин для Снегурочки,2004,ДВ_Камин для Снегурочки.txt,txt ДашаВасильева/22 Камин для Снегурочки.txt,dasha/ДВ_Камин для Снегурочки.txt,40145,36999,4793,245375,75025,0.493,,да,
evlampia_012,ЕР,Евлампия Романова,Квазимодо на шпильках,2003,ЕР_Квазимодо на шпильках.txt,txt ЕвлампияРоманова/12 Квазимодо на шпильках.txt,evlampia/ЕР_Квазимодо на шпильках.txt,39569,36999,4306,247828,68746,0.538,,да,
viola_033,ВТ,Виола Тараканова,Кнопка управления мужем,2013,ВТ_Кнопка управления мужем.txt,txt ВиолаТараканова/33 Кнопка управления мужем.txt,viola/ВТ_Кнопка управления мужем.txt,38798,36999,4056,249483,71843,0.515,,да,
dasha_009,ДВ,Даша Васильева,Контрольный поцелуй,2000,ДВ_Контрольный поцелуй.txt,txt ДашаВасильева/08 Контрольный поцелуй.txt,dasha/ДВ_Контрольный поцелуй.txt,38768,36999,4035,252668,78368,0.472,,да,
evlampia_040,ЕР,Евлампия Романова,Корпоратив королевской династии,2016,ЕР_Корпоратив королевской династии.txt,txt ЕвлампияРоманова/40 Корпоратив королевской династии.txt,evlampia/ЕР_Корпоратив королевской династии.txt,39078,36999,4221,246571,65513,0.565,,да,
evlampia_060,ЕР,Евлампия Романова,Кружок экстремального вязания,2025,ЕР_Кружок экстремального вязания.txt,txt ЕвлампияРоманова/60. Кружок экстремального вязания.txt,evlampia/ЕР_Кружок экстремального вязания.txt,39247,36999,4802,248576,46344,0.798,,да,
dasha_002,ДВ,Даша Васильева,Крутые наследнички,1999,ДВ_Крутые наследнички.txt,txt ДашаВасильева/01 Крутые наследнички.txt,dasha/ДВ_Крутые наследнички.txt,38718,36999,4308,235612,42270,0.875,,да,
dasha_075,ДВ,Даша Васильева,Крутые наследнички,1999,ДВ_Крутые наследнички (2).txt,txt ДашаВасильева/Донцова 01 Крутые наследнички.txt,dasha/ДВ_Крутые наследнички (2).txt,38718,36999,4308,235612,42270,0.875,,да,
evlampia_046,ЕР,Евлампия Романова,Леди Несовершенство,2019,ЕР_Леди Несовершенство.txt,txt ЕвлампияРоманова/46 Леди Несовершенство.txt,evlampia/ЕР_Леди Несовершенство.txt,39827,36999,5037,248364,58505,0.632,,да,
viola_052,ВТ,Виола Тараканова,Лобстер для Емели,2023,ВТ_Лобстер для Емели.txt,txt ВиолаТараканова/52 Лобстер для Емели.txt,viola/ВТ_Лобстер для Емели.txt,38962,36999,4717,248208,43277,0.855,,да,
sergeeva_031,ТС,Татьяна Сергеева,Мадам Белая Поганка,2021,ТС_Мадам Белая Поганка.txt,txt ТатьянаСергеева/30 Мадам Белая Поганка.txt,sergeeva/ТС_Мадам Белая Поганка.txt,40121,36999,4890,249392,49347,0.75,,да,
podushkin_013,ИП,Иван Подушкин,Мачо чужой мечты,2006,ИП_Мачо чужой мечты.txt,txt ИванПодушкин/13 Мачо чужой мечты.txt,podushkin/ИП_Мачо чужой мечты.txt,39810,36999,4264,253197,71378,0.518,,да,
dasha_032,ДВ,Даша Васильева,Метро до Африки,2008,ДВ_Метро до Африки.txt,txt ДашаВасильева/31 Метро до Африки.txt,dasha/ДВ_Метро до Африки.txt,39900,36999,4638,252163,82684,0.447,,да,
sergeeva_005,ТС,Татьяна Сергеева,Микроб без комплексов,2009,ТС_Микроб без комплексов.txt,txt ТатьянаСергеева/04 Микроб без комплексов.txt,sergeeva/ТС_Микроб без комплексов.txt,39823,36999,4626,252324,67558,0.548,,да,
viola_049,ВТ,Виола Тараканова,Неудачная карьера мегеры,2022,ВТ_Неудачная карьера мегеры.txt,txt ВиолаТараканова/49 Неудачная карьера мегеры.txt,viola/ВТ_Неудачная карьера мегеры.txt,39373,36999,4617,245326,44973,0.823,,да,
dasha_047,ДВ,Даша Васильева,Приват-танец мисс Марпл,2014,ДВ_Приват-танец мисс Марпл.txt,txt ДашаВасильева/46 Приват-танец мисс Марпл.txt,dasha/ДВ_Приват-танец мисс Марпл.txt,39106,36999,4232,252045,63522,0.582,,да,
evlampia_015,ЕР,Евлампия Романова,Принцесса на Кириешках,2004,ЕР_Принцесса на Кириешках.txt,txt ЕвлампияРоманова/15 Принцесса на Кириешках.txt,evlampia/ЕР_Принцесса на Кириешках.txt,39359,36999,4258,246537,74749,0.495,,да,
sergeeva_010,ТС,Татьяна Сергеева,Рваные валенки мадам Помпадур,2010,ТС_Рваные валенки мадам Помпадур.txt,txt ТатьянаСергеева/09 Рваные валенки мадам Помпадур.txt,sergeeva/ТС_Рваные валенки мадам Помпадур.txt,39413,36999,4340,252327,90549,0.409,,да,
dasha_011,ДВ,Даша Васильева,Спят усталые игрушки,2000,ДВ_Спят усталые игрушки.txt,txt ДашаВасильева/10 Спят усталые игрушки.txt,dasha/ДВ_Спят усталые игрушки.txt,39119,36999,4214,254612,79721,0.464,,да,
dasha_062,ДВ,Даша Васильева,Темные предки светлой детки,2020,ДВ_Темные предки светлой детки.txt,txt ДашаВасильева/61 Темные предки светлой детки.txt,dasha/ДВ_Темные предки светлой детки.txt,39612,36999,4759,248499,49582,0.746,,да,
dasha_019,ДВ,Даша Васильева,Уха из золотой рыбки,2003,ДВ_Уха из золотой рыбки.txt,txt ДашаВасильева/18 Уха из золотой рыбки.txt,dasha/ДВ_Уха из золотой рыбки.txt,39844,36999,4031,251113,75554,0.49,,да,
viola_025,ВТ,Виола Тараканова,Фея с золотыми зубами,2010,ВТ_Фея с золотыми зубами.txt,txt ВиолаТараканова/25 Фея с золотыми зубами.txt,viola/ВТ_Фея с золотыми зубами.txt,39903,36999,4282,251869,74359,0.498,,да,
evlampia_019,ЕР,Евлампия Романова,Фигура легкого эпатажа,2006,ЕР_Фигура легкого эпатажа.txt,txt ЕвлампияРоманова/19 Фигура легкого эпатажа.txt,evlampia/ЕР_Фигура легкого эпатажа.txt,40118,36999,4578,252880,80019,0.462,,да,
viola_011,ВТ,Виола Тараканова,Фокус-покус от Василисы Ужасной,2004,ВТ_Фокус-покус от Василисы Ужасной.txt,txt ВиолаТараканова/11 Фокус-покус от Василисы Ужасной.txt,viola/ВТ_Фокус-покус от Василисы Ужасной.txt,39112,36999,4168,244747,75747,0.488,,да,
viola_001,ВТ,Виола Тараканова,Черт из табакерки,2001,ВТ_Черт из табакерки.txt,txt ВиолаТараканова/01 Черт из табакерки.txt,viola/ВТ_Черт из табакерки.txt,39261,36999,4252,250645,76649,0.483,,да,
sergeeva_012,ТС,Татьяна Сергеева,Шекспир курит в сторонке,2011,ТС_Шекспир курит в сторонке.txt,txt ТатьянаСергеева/11 Шекспир курит в сторонке.txt,sergeeva/ТС_Шекспир курит в сторонке.txt,39386,36999,4108,251059,65496,0.565,,да,
dasha_010,ДВ,Даша Васильева,Бассейн с крокодилами,2000,ДВ_Бассейн с крокодилами.txt,txt ДашаВасильева/09 Бассейн с крокодилами.txt,dasha/ДВ_Бассейн с крокодилами.txt,38951,37000,4224,253239,79706,0.464,,да,
dasha_038,ДВ,Даша Васильева,Белый конь на принце,2009,ДВ_Белый конь на принце.txt,txt ДашаВасильева/37 Белый конь на принце.txt,dasha/ДВ_Белый конь на принце.txt,39629,37000,4119,250487,75914,0.487,,да,
viola_015,ВТ,Виола Тараканова,Билет на ковер-вертолет,2006,ВТ_Билет на ковер-вертолет.txt,txt ВиолаТараканова/15 Билет на ковер-вертолет.txt,viola/ВТ_Билет на ковер-вертолет.txt,39504,37000,4683,250673,73762,0.502,,да,
sergeeva_021,ТС,Татьяна Сергеева,Вулкан страстей наивной незабудки,2016,ТС_Вулкан страстей наивной незабудки.txt,txt ТатьянаСергеева/20 Вулкан страстей наивной незабудки.txt,sergeeva/ТС_Вулкан страстей наивной незабудки.txt,39300,37000,4269,250259,67661,0.547,,да,
evlampia_004,ЕР,Евлампия Романова,Гадюка в сиропе,2001,ЕР_Гадюка в сиропе.txt,txt ЕвлампияРоманова/04 Гадюка в сиропе.txt,evlampia/ЕР_Гадюка в сиропе.txt,39342,37000,4127,251160,82823,0.447,,да,
dasha_021,ДВ,Даша Васильева,Гарпия с пропеллером,2003,ДВ_Гарпия с пропеллером.txt,txt ДашаВасильева/20 Гарпия с пропеллером.txt,dasha/ДВ_Гарпия с пропеллером.txt,39150,37000,3943,247094,72779,0.508,,да,
viola_042,ВТ,Виола Тараканова,Гимназия неблагородных девиц,2018,ВТ_Гимназия неблагородных девиц.txt,txt ВиолаТараканова/42 Гимназия неблагородных девиц.txt,viola/ВТ_Гимназия неблагородных девиц.txt,39026,37000,4813,247420,58256,0.635,,да,
dasha_058,ДВ,Даша Васильева,Годовой абонемент на тот свет,2019,ДВ_Годовой абонемент на тот свет.txt,txt ДашаВасильева/57 Годовой абонемент на тот свет.txt,dasha/ДВ_Годовой абонемент на тот свет.txt,40021,37000,5280,249780,57736,0.641,,да,
dasha_005,ДВ,Даша Васильева,Дантисты тоже плачут,1999,ДВ_Дантисты тоже плачут.txt,txt ДашаВасильева/04 Дантисты тоже плачут.txt,dasha/ДВ_Дантисты тоже плачут.txt,38703,37000,4243,255428,84019,0.44,,да,
podushkin_009,ИП,Иван Подушкин,Две невесты на одно место,2005,ИП_Две невесты на одно место.txt,txt ИванПодушкин/09 Две невесты на одно место.txt,podushkin/ИП_Две невесты на одно место.txt,39514,37000,3901,251994,78807,0.47,,да,
sergeeva_011,ТС,Татьяна Сергеева,Дедушка на выданье,2011,ТС_Дедушка на выданье.txt,txt ТатьянаСергеева/10 Дедушка на выданье.txt,sergeeva/ТС_Дедушка на выданье.txt,39143,37000,4219,251175,67318,0.55,,да,
kozlova_003,СК,Степанида Козлова,Женихи воскресают по пятницам,2012,СК_Женихи воскресают по пятницам.txt,txt СтепанидаКозлова/03 Женихи воскресают по пятницам.txt,kozlova/СК_Женихи воскресают по пятницам.txt,39144,37000,4010,250095,70305,0.526,,да,
viola_034,ВТ,Виола Тараканова,Завещание рождественской утки,2013,ВТ_Завещание рождественской утки.txt,txt ВиолаТараканова/34 Завещание рождественской утки.txt,viola/ВТ_Завещание рождественской утки.txt,39077,37000,4210,251604,67317,0.55,,да,
evlampia_021,ЕР,Евлампия Романова,Золушка в шоколаде,2007,ЕР_Золушка в шоколаде.txt,txt ЕвлампияРоманова/21 Золушка в шоколаде.txt,evlampia/ЕР_Золушка в шоколаде.txt,40112,37000,4841,252184,70949,0.522,,да,
sergeeva_006,ТС,Татьяна Сергеева,Идеальное тело Пятачка,2009,ТС_Идеальное тело Пятачка.txt,txt ТатьянаСергеева/05 Идеальное тело Пятачка.txt,sergeeva/ТС_Идеальное тело Пятачка.txt,39343,37000,4251,251834,70908,0.522,,да,
podushkin_003,ИП,Иван Подушкин,Инстинкт Бабы-Яги,2002,ИП_Инстинкт Бабы-Яги.txt,txt ИванПодушкин/03 Инстинкт Бабы-Яги.txt,podushkin/ИП_Инстинкт Бабы-Яги.txt,39291,37000,4035,249877,70950,0.521,,да,
dasha_067,ДВ,Даша Васильева,Кактус второй свежести,2022,ДВ_Кактус второй свежести.txt,txt ДашаВасильева/66 Кактус второй свежести.txt,dasha/ДВ_Кактус второй свежести.txt,39620,37000,4346,246381,43687,0.847,,да,
evlampia_007,ЕР,Евлампия Романова,Канкан на поминках,2001,ЕР_Канкан на поминках.txt,txt ЕвлампияРоманова/07 Канкан на поминках.txt,evlampia/ЕР_Канкан на поминках.txt,39448,37000,3905,249330,71951,0.514,,да,
kozlova_006,СК,Степанида Козлова,Княжна с тараканами,2013,СК_Княжна с тараканами.txt,txt СтепанидаКозлова/06 Княжна с тараканами.txt,kozlova/СК_Княжна с тараканами.txt,39076,37000,4129,249727,63471,0.583,,да,
evlampia_045,ЕР,Евлампия Романова,Коррида на раздевание,2018,ЕР_Коррида на раздевание.txt,txt ЕвлампияРоманова/45 Коррида на раздевание.txt,evlampia/ЕР_Коррида на раздевание.txt,39552,37000,5142,251489,53699,0.689,,да,
evlampia_017,ЕР,Евлампия Романова,Любовь-морковь и третий лишний,2005,ЕР_Любовь-морковь и третий лишний.txt,txt ЕвлампияРоманова/17 Любовь-морковь и третий лишний.txt,evlampia/ЕР_Любовь-морковь и третий лишний.txt,39884,37000,3938,250398,82045,0.451,,да,
dasha_030,ДВ,Даша Васильева,Лягушка Баскервилей,2007,ДВ_Лягушка Баскервилей.txt,txt ДашаВасильева/29 Лягушка Баскервилей.txt,dasha/ДВ_Лягушка Баскервилей.txt,39967,37000,4710,254816,73423,0.504,,да,
kozlova_010,СК,Степанида Козлова,Мачеха в хрустальных галошах,2015,СК_Мачеха в хрустальных галошах.txt,txt СтепанидаКозлова/10 Мачеха в хрустальных галошах.txt,kozlova/СК_Мачеха в хрустальных галошах.txt,39571,37000,4589,251489,63289,0.585,,да,
evlampia_013,ЕР,Евлампия Романова,Но-шпа на троих,2003,ЕР_Но-шпа на троих.txt,txt ЕвлампияРоманова/13 Но-шпа на троих.txt,evlampia/ЕР_Но-шпа на троих.txt,39325,37000,4247,247603,77909,0.475,,да,
podushkin_028,ИП,Иван Подушкин,Особа королевских ролей,2019,ИП_Особа королевских ролей.txt,txt ИванПодушкин/28 Особа королевских ролей.txt,podushkin/ИП_Особа королевских ролей.txt,39567,37000,4555,248436,55784,0.663,,да,
evlampia_058,ЕР,Евлампия Романова,Ошибка Девочки-с-пальчик,2024,ЕР_Ошибка Девочки-с-пальчик.txt,txt ЕвлампияРоманова/58 Ошибка Девочки-с-пальчик.txt,evlampia/ЕР_Ошибка Девочки-с-пальчик.txt,39279,37000,5067,248989,40983,0.903,,да,
viola_026,ВТ,Виола Тараканова,Приданое лохматой обезьяны,2010,ВТ_Приданое лохматой обезьяны.txt,txt ВиолаТараканова/26 Приданое лохматой обезьяны.txt,viola/ВТ_Приданое лохматой обезьяны.txt,39539,37000,4958,249836,76302,0.485,,да,
viola_030,ВТ,Виола Тараканова,Путеводитель по Лукоморью,2012,ВТ_Путеводитель по Лукоморью.txt,txt ВиолаТараканова/30 Путеводитель по Лукоморью.txt,viola/ВТ_Путеводитель по Лукоморью.txt,38934,37000,4157,252833,67297,0.55,,да,
dasha_029,ДВ,Даша Васильева,Ромео с большой дороги,2006,ДВ_Ромео с большой дороги.txt,txt ДашаВасильева/28 Ромео с большой дороги.txt,dasha/ДВ_Ромео с большой дороги.txt,40408,37000,5078,253121,74279,0.498,,да,
dasha_048,ДВ,Даша Васильева,Самовар с шампанским,2014,ДВ_Самовар с шампанским.txt,txt ДашаВасильева/47 Самовар с шампанским.txt,dasha/ДВ_Самовар с шампанским.txt,39953,37000,4417,251040,66813,0.554,,да,
dasha_071,ДВ,Даша Васильева,Ступа с навигатором,2024,ДВ_Ступа с навигатором.txt,txt ДашаВасильева/70 Ступа с навигатором.txt,dasha/ДВ_Ступа с навигатором.txt,39401,37000,4739,252302,41405,0.894,,да,
viola_051,ВТ,Виола Тараканова,Торт от Ябеды-корябеды,2023,ВТ_Торт от Ябеды-корябеды.txt,txt ВиолаТараканова/51 Торт от Ябеды-корябеды.txt,viola/ВТ_Торт от Ябеды-корябеды.txt,39323,37000,4937,247497,42922,0.862,,да,
dasha_034,ДВ,Даша Васильева,Третий глаз — алмаз,2008,ДВ_Третий глаз — алмаз.txt,txt ДашаВасильева/33 Третий глаз — алмаз.txt,dasha/ДВ_Третий глаз — алмаз.txt,40347,37000,4953,252380,73068,0.506,,да,
viola_002,ВТ,Виола Тараканова,Три мешка хитростей,2001,ВТ_Три мешка хитростей.txt,txt ВиолаТараканова/02 Три мешка хитростей.txt,viola/ВТ_Три мешка хитростей.txt,39203,37000,3985,252660,76704,0.482,,да,
dasha_033,ДВ,Даша Васильева,Фейсконтроль на главную роль,2008,ДВ_Фейсконтроль на главную роль.txt,txt ДашаВасильева/32 Фейсконтроль на главную роль.txt,dasha/ДВ_Фейсконтроль на главную роль.txt,39951,37000,4793,251683,77297,0.479,,да,
kozlova_008,СК,Степанида Козлова,Хищный аленький цветочек,2014,СК_Хищный аленький цветочек.txt,txt СтепанидаКозлова/08 Хищный аленький цветочек.txt,kozlova/СК_Хищный аленький цветочек.txt,38934,37000,4337,250970,62865,0.589,,да,
sergeeva_035,ТС,Татьяна Сергеева,Цыпленок Лисы Патрикеевны,2023,ТС_Цыпленок Лисы Патрикеевны.txt,txt ТатьянаСергеева/34 Цыпленок Лисы Патрикеевны.txt,sergeeva/ТС_Цыпленок Лисы Патрикеевны.txt,39397,37000,4652,251402,39942,0.926,,да,
sergeeva_026,ТС,Татьяна Сергеева,Шоколадное пугало,2018,ТС_Шоколадное пугало.txt,txt ТатьянаСергеева/25 Шоколадное пугало.txt,sergeeva/ТС_Шоколадное пугало.txt,39621,37000,5098,249697,59621,0.621,,да,
evlampia_039,ЕР,Евлампия Романова,Шуры-муры с призраком,2015,ЕР_Шуры-муры с призраком.txt,txt ЕвлампияРоманова/39 Шуры-муры с призраком.txt,evlampia/ЕР_Шуры-муры с призраком.txt,39354,37000,4268,248099,65703,0.563,,да,
