id,автор,название,серия,series_code,год,series_slug,имя_файла,путь_исходник,путь
kozlova_011,Дарья Донцова,Бизнес-план трех богатырей,Степанида Козлова,СК,2016,kozlova,СК_Бизнес-план трех богатырей.txt,txt СтепанидаКозлова/11 Бизнес-план трех богатырей.txt,kozlova/СК_Бизнес-план трех богатырей.txt
kozlova_014,Дарья Донцова,Вредная волшебная палочка,Степанида Козлова,СК,2019,kozlova,СК_Вредная волшебная палочка.txt,txt СтепанидаКозлова/14 Вредная волшебная палочка.txt,kozlova/СК_Вредная волшебная палочка.txt
kozlova_012,Дарья Донцова,Голое платье звезды,Степанида Козлова,СК,2017,kozlova,СК_Голое платье звезды.txt,txt СтепанидаКозлова/12 Голое платье звезды.txt,kozlova/СК_Голое платье звезды.txt
kozlova_005,Дарья Донцова,Дворец со съехавшей крышей,Степанида Козлова,СК,2012,kozlova,СК_Дворец со съехавшей крышей.txt,txt СтепанидаКозлова/05 Дворец со съехавшей крышей.txt,kozlova/СК_Дворец со съехавшей крышей.txt
kozlova_017,Дарья Донцова,Дед Яга и его дети,Степанида Козлова,СК,2022,kozlova,СК_Дед Яга и его дети.txt,txt СтепанидаКозлова/17 Дед Яга и его дети.txt,kozlova/СК_Дед Яга и его дети.txt
kozlova_016,Дарья Донцова,Дресс-код летучей мыши,Степанида Козлова,СК,2021,kozlova,СК_Дресс-код летучей мыши.txt,txt СтепанидаКозлова/16 Дресс-код летучей мыши.txt,kozlova/СК_Дресс-код летучей мыши.txt
kozlova_003,Дарья Донцова,Женихи воскресают по пятницам,Степанида Козлова,СК,2012,kozlova,СК_Женихи воскресают по пятницам.txt,txt СтепанидаКозлова/03 Женихи воскресают по пятницам.txt,kozlova/СК_Женихи воскресают по пятницам.txt
kozlova_002,Дарья Донцова,Живая вода мертвой царевны,Степанида Козлова,СК,2011,kozlova,СК_Живая вода мертвой царевны.txt,txt СтепанидаКозлова/02 Живая вода мертвой царевны.txt,kozlova/СК_Живая вода мертвой царевны.txt
kozlova_004,Дарья Донцова,Клеопатра с парашютом,Степанида Козлова,СК,2012,kozlova,СК_Клеопатра с парашютом.txt,txt СтепанидаКозлова/04 Клеопатра с парашютом.txt,kozlova/СК_Клеопатра с парашютом.txt
kozlova_006,Дарья Донцова,Княжна с тараканами,Степанида Козлова,СК,2013,kozlova,СК_Княжна с тараканами.txt,txt СтепанидаКозлова/06 Княжна с тараканами.txt,kozlova/СК_Княжна с тараканами.txt
kozlova_009,Дарья Донцова,Лунатик исчезает в полночь,Степанида Козлова,СК,2014,kozlova,СК_Лунатик исчезает в полночь.txt,txt СтепанидаКозлова/09 Лунатик исчезает в полночь.txt,kozlova/СК_Лунатик исчезает в полночь.txt
kozlova_010,Дарья Донцова,Мачеха в хрустальных галошах,Степанида Козлова,СК,2015,kozlova,СК_Мачеха в хрустальных галошах.txt,txt СтепанидаКозлова/10 Мачеха в хрустальных галошах.txt,kozlova/СК_Мачеха в хрустальных галошах.txt
kozlova_019,Дарья Донцова,Обида Крошечки-Хаврошечки,Степанида Козлова,СК,2024,kozlova,СК_Обида Крошечки-Хаврошечки.txt,txt СтепанидаКозлова/19 Обида Крошечки-Хаврошечки.txt,kozlova/СК_Обида Крошечки-Хаврошечки.txt
kozlova_013,Дарья Донцова,Презентация ящика Пандоры,Степанида Козлова,СК,2018,kozlova,СК_Презентация ящика Пандоры.txt,txt СтепанидаКозлова/13 Презентация ящика Пандоры.txt,kozlova/СК_Презентация ящика Пандоры.txt
kozlova_001,Дарья Донцова,Развесистая клюква Голливуда,Степанида Козлова,СК,2011,kozlova,СК_Развесистая клюква Голливуда.txt,txt СтепанидаКозлова/01 Развесистая клюква Голливуда.txt,kozlova/СК_Развесистая клюква Голливуда.txt
kozlova_007,Дарья Донцова,Укротитель Медузы горгоны,Степанида Козлова,СК,2013,kozlova,СК_Укротитель Медузы горгоны.txt,txt СтепанидаКозлова/07 Укротитель Медузы горгоны.txt,kozlova/СК_Укротитель Медузы горгоны.txt
kozlova_015,Дарья Донцова,Хип-хоп маленьких лебедей,Степанида Козлова,СК,2020,kozlova,СК_Хип-хоп маленьких лебедей.txt,txt СтепанидаКозлова/15 Хип-хоп маленьких лебедей.txt,kozlova/СК_Хип-хоп маленьких лебедей.txt
kozlova_008,Дарья Донцова,Хищный аленький цветочек,Степанида Козлова,СК,2014,kozlova,СК_Хищный аленький цветочек.txt,txt СтепанидаКозлова/08 Хищный аленький цветочек.txt,kozlova/СК_Хищный аленький цветочек.txt
sergeeva_009,Дарья Донцова,Агент 013,Татьяна Сергеева,ТС,2010,sergeeva,ТС_Агент 013.txt,txt ТатьянаСергеева/08 Агент 013.txt,sergeeva/ТС_Агент 013.txt
sergeeva_038,Дарья Донцова,Амур с гранатой,Татьяна Сергеева,ТС,2024,sergeeva,ТС_Амур с гранатой.txt,txt ТатьянаСергеева/37. Амур с гранатой.txt,sergeeva/ТС_Амур с гранатой.txt
sergeeva_018,Дарья Донцова,Бабки царя Соломона,Татьяна Сергеева,ТС,2014,sergeeva,ТС_Бабки царя Соломона.txt,txt ТатьянаСергеева/17 Бабки царя Соломона.txt,sergeeva/ТС_Бабки царя Соломона.txt
sergeeva_033,Дарья Донцова,Бегемот под майонезом,Татьяна Сергеева,ТС,2022,sergeeva,ТС_Бегемот под майонезом.txt,txt ТатьянаСергеева/32 Бегемот под майонезом.txt,sergeeva/ТС_Бегемот под майонезом.txt
sergeeva_020,Дарья Донцова,Бермудский треугольник черной вдовы,Татьяна Сергеева,ТС,2015,sergeeva,ТС_Бермудский треугольник черной вдовы.txt,txt ТатьянаСергеева/19 Бермудский треугольник черной вдовы.txt,sergeeva/ТС_Бермудский треугольник черной вдовы.txt
sergeeva_039,Дарья Донцова,Бумеранг с автопилотом,Татьяна Сергеева,ТС,2025,sergeeva,ТС_Бумеранг с автопилотом.txt,txt ТатьянаСергеева/38. Бумеранг с автопилотом.txt,sergeeva/ТС_Бумеранг с автопилотом.txt
sergeeva_013,Дарья Донцова,Версаль под хохлому,Татьяна Сергеева,ТС,2012,sergeeva,ТС_Версаль под хохлому.txt,txt ТатьянаСергеева/12 Версаль под хохлому.txt,sergeeva/ТС_Версаль под хохлому.txt
sergeeva_014,Дарья Донцова,Всем сестрам по мозгам,Татьяна Сергеева,ТС,2012,sergeeva,ТС_Всем сестрам по мозгам.txt,txt ТатьянаСергеева/13 Всем сестрам по мозгам.txt,sergeeva/ТС_Всем сестрам по мозгам.txt
sergeeva_021,Дарья Донцова,Вулкан страстей наивной незабудки,Татьяна Сергеева,ТС,2016,sergeeva,ТС_Вулкан страстей наивной незабудки.txt,txt ТатьянаСергеева/20 Вулкан страстей наивной незабудки.txt,sergeeva/ТС_Вулкан страстей наивной незабудки.txt
sergeeva_007,Дарья Донцова,Дед Снегур и Морозочка,Татьяна Сергеева,ТС,2009,sergeeva,ТС_Дед Снегур и Морозочка.txt,txt ТатьянаСергеева/06 Дед Снегур и Морозочка.txt,sergeeva/ТС_Дед Снегур и Морозочка.txt
sergeeva_011,Дарья Донцова,Дедушка на выданье,Татьяна Сергеева,ТС,2011,sergeeva,ТС_Дедушка на выданье.txt,txt ТатьянаСергеева/10 Дедушка на выданье.txt,sergeeva/ТС_Дедушка на выданье.txt
sergeeva_003,Дарья Донцова,Диета для трех поросят,Татьяна Сергеева,ТС,2008,sergeeva,ТС_Диета для трех поросят.txt,txt ТатьянаСергеева/02 Диета для трех поросят.txt,sergeeva/ТС_Диета для трех поросят.txt
sergeeva_025,Дарья Донцова,Запасной выход из комы,Татьяна Сергеева,ТС,2018,sergeeva,ТС_Запасной выход из комы.txt,txt ТатьянаСергеева/24 Запасной выход из комы.txt,sergeeva/ТС_Запасной выход из комы.txt
sergeeva_029,Дарья Донцова,Золотая середина ослика Иа,Татьяна Сергеева,ТС,2020,sergeeva,ТС_Золотая середина ослика Иа.txt,txt ТатьянаСергеева/28 Золотая середина ослика Иа.txt,sergeeva/ТС_Золотая середина ослика Иа.txt
sergeeva_008,Дарья Донцова,Золотое правило Трехпудовочки,Татьяна Сергеева,ТС,2010,sergeeva,ТС_Золотое правило Трехпудовочки.txt,txt ТатьянаСергеева/07 Золотое правило Трехпудовочки.txt,sergeeva/ТС_Золотое правило Трехпудовочки.txt
sergeeva_006,Дарья Донцова,Идеальное тело Пятачка,Татьяна Сергеева,ТС,2009,sergeeva,ТС_Идеальное тело Пятачка.txt,txt ТатьянаСергеева/05 Идеальное тело Пятачка.txt,sergeeva/ТС_Идеальное тело Пятачка.txt
sergeeva_004,Дарья Донцова,"Инь, янь и всякая дрянь",Татьяна Сергеева,ТС,2008,sergeeva,"ТС_Инь, янь и всякая дрянь.txt","txt ТатьянаСергеева/03 Инь, янь и всякая дрянь.txt","sergeeva/ТС_Инь, янь и всякая дрянь.txt"
sergeeva_037,Дарья Донцова,Кукушонок из семьи дровосеков,Татьяна Сергеева,ТС,2024,sergeeva,ТС_Кукушонок из семьи дровосеков.txt,txt ТатьянаСергеева/36. Кукушонок из семьи дровосеков.txt,sergeeva/ТС_Кукушонок из семьи дровосеков.txt
sergeeva_034,Дарья Донцова,Курятник в пентхаусе,Татьяна Сергеева,ТС,2022,sergeeva,ТС_Курятник в пентхаусе.txt,txt ТатьянаСергеева/33 Курятник в пентхаусе.txt,sergeeva/ТС_Курятник в пентхаусе.txt
sergeeva_030,Дарья Донцова,Лазурный берег болота,Татьяна Сергеева,ТС,2020,sergeeva,ТС_Лазурный берег болота.txt,txt ТатьянаСергеева/29 Лазурный берег болота.txt,sergeeva/ТС_Лазурный берег болота.txt
sergeeva_023,Дарья Донцова,Львиная доля серой мышки,Татьяна Сергеева,ТС,2017,sergeeva,ТС_Львиная доля серой мышки.txt,txt ТатьянаСергеева/22 Львиная доля серой мышки.txt,sergeeva/ТС_Львиная доля серой мышки.txt
sergeeva_019,Дарья Донцова,Любовное зелье колдуна-болтуна,Татьяна Сергеева,ТС,2015,sergeeva,ТС_Любовное зелье колдуна-болтуна.txt,txt ТатьянаСергеева/18 Любовное зелье колдуна-болтуна.txt,sergeeva/ТС_Любовное зелье колдуна-болтуна.txt
sergeeva_031,Дарья Донцова,Мадам Белая Поганка,Татьяна Сергеева,ТС,2021,sergeeva,ТС_Мадам Белая Поганка.txt,txt ТатьянаСергеева/30 Мадам Белая Поганка.txt,sergeeva/ТС_Мадам Белая Поганка.txt
sergeeva_005,Дарья Донцова,Микроб без комплексов,Татьяна Сергеева,ТС,2009,sergeeva,ТС_Микроб без комплексов.txt,txt ТатьянаСергеева/04 Микроб без комплексов.txt,sergeeva/ТС_Микроб без комплексов.txt
sergeeva_027,Дарья Донцова,Мохнатая лапа Герасима,Татьяна Сергеева,ТС,2019,sergeeva,ТС_Мохнатая лапа Герасима.txt,txt ТатьянаСергеева/26 Мохнатая лапа Герасима.txt,sergeeva/ТС_Мохнатая лапа Герасима.txt
sergeeva_024,Дарья Донцова,Оберег от испанской страсти,Татьяна Сергеева,ТС,2017,sergeeva,ТС_Оберег от испанской страсти.txt,txt ТатьянаСергеева/23 Оберег от испанской страсти.txt,sergeeva/ТС_Оберег от испанской страсти.txt
sergeeva_036,Дарья Донцова,Пирог от сапожника,Татьяна Сергеева,ТС,2023,sergeeva,ТС_Пирог от сапожника.txt,txt ТатьянаСергеева/35 Пирог от сапожника..txt,sergeeva/ТС_Пирог от сапожника.txt
sergeeva_010,Дарья Донцова,Рваные валенки мадам Помпадур,Татьяна Сергеева,ТС,2010,sergeeva,ТС_Рваные валенки мадам Помпадур.txt,txt ТатьянаСергеева/09 Рваные валенки мадам Помпадур.txt,sergeeva/ТС_Рваные валенки мадам Помпадур.txt
sergeeva_017,Дарья Донцова,Сбылась мечта бегемота,Татьяна Сергеева,ТС,2014,sergeeva,ТС_Сбылась мечта бегемота.txt,txt ТатьянаСергеева/16 Сбылась мечта бегемота.txt,sergeeva/ТС_Сбылась мечта бегемота.txt
sergeeva_001,Дарья Донцова,Старуха Кристи – отдыхает!,Татьяна Сергеева,ТС,2005,sergeeva,ТС_Старуха Кристи – отдыхает!.txt,txt ТатьянаСергеева/01 Старуха Кристи – отдыхает!.txt,sergeeva/ТС_Старуха Кристи – отдыхает!.txt
sergeeva_022,Дарья Донцова,Страсти-мордасти рогоносца,Татьяна Сергеева,ТС,2016,sergeeva,ТС_Страсти-мордасти рогоносца.txt,txt ТатьянаСергеева/21 Страсти-мордасти рогоносца.txt,sergeeva/ТС_Страсти-мордасти рогоносца.txt
sergeeva_016,Дарья Донцова,Толстушка под прикрытием,Татьяна Сергеева,ТС,2013,sergeeva,ТС_Толстушка под прикрытием.txt,txt ТатьянаСергеева/15 Толстушка под прикрытием.txt,sergeeva/ТС_Толстушка под прикрытием.txt
sergeeva_015,Дарья Донцова,Фуа-гра из топора,Татьяна Сергеева,ТС,2013,sergeeva,ТС_Фуа-гра из топора.txt,txt ТатьянаСергеева/14 Фуа-гра из топора.txt,sergeeva/ТС_Фуа-гра из топора.txt
sergeeva_035,Дарья Донцова,Цыпленок Лисы Патрикеевны,Татьяна Сергеева,ТС,2023,sergeeva,ТС_Цыпленок Лисы Патрикеевны.txt,txt ТатьянаСергеева/34 Цыпленок Лисы Патрикеевны.txt,sergeeva/ТС_Цыпленок Лисы Патрикеевны.txt
sergeeva_032,Дарья Донцова,Чугунные сапоги-скороходы,Татьяна Сергеева,ТС,2021,sergeeva,ТС_Чугунные сапоги-скороходы.txt,txt ТатьянаСергеева/31 Чугунные сапоги-скороходы.txt,sergeeva/ТС_Чугунные сапоги-скороходы.txt
sergeeva_028,Дарья Донцова,Чёрная жемчужина раздора,Татьяна Сергеева,ТС,2019,sergeeva,ТС_Чёрная жемчужина раздора.txt,txt ТатьянаСергеева/27 Чёрная жемчужина раздора.txt,sergeeva/ТС_Чёрная жемчужина раздора.txt
sergeeva_012,Дарья Донцова,Шекспир курит в сторонке,Татьяна Сергеева,ТС,2011,sergeeva,ТС_Шекспир курит в сторонке.txt,txt ТатьянаСергеева/11 Шекспир курит в сторонке.txt,sergeeva/ТС_Шекспир курит в сторонке.txt
sergeeva_026,Дарья Донцова,Шоколадное пугало,Татьяна Сергеева,ТС,2018,sergeeva,ТС_Шоколадное пугало.txt,txt ТатьянаСергеева/25 Шоколадное пугало.txt,sergeeva/ТС_Шоколадное пугало.txt
