автор,название,серия,год,папка,имя_файла,conllu_cache,Number of Sentences,Number of Words,Number of Clauses,Mean Sentence Length,Mean Clause Length,Mean Number of Clauses per Sentence,Mean Tree Depth,Median Tree Depth,Minimum Tree Depth,Maximum Tree Depth,Mean Dependency Distance,Node-to-Terminal-Node Ratio,Average Levenshtein Distance between POS,Average Levenshtein Distance between deprel,Average NP Length,Complex NP Ratio,Number of Combined Clauses,Number of Coordinate Clauses,Number of Subordinate Clauses,Coordinate to Combined Clause Ratio,Subordinate to Combined Clause Ratio,Coordinate to Subordinate Clause Ratio,Coordinate Clause to Sentence Ratio,Subordinate Clause to Sentence Ratio,root_ratio,acl_ratio,acl:relcl_ratio,advcl_ratio,advcl:relcl_ratio,ccomp_ratio,csubj_ratio,csubj:outer_ratio,nsubj:outer_ratio,parataxis_ratio,xcomp_ratio,conj_ratio,__compute_seconds__
Дарья Донцова,Монстры из хорошей семьи,Виола Тараканова,2007,viola,ВТ_Монстры из хорошей семьи.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\viola__ВТ_Монстры из хорошей семьи.txt.russian-syntagrus-ud-2.12-230717.conllu,4118,36847,10055,8.95,3.66,2.44,3.87,4.0,2,12,2.75,1.8,9.92,10.75,1.65,0.44,5937,3953,1984,0.67,0.33,1.99,0.96,0.48,0.4095474888115366,0.025261064147190454,0.01093983092988563,0.04932869219293884,0.0,0.021481849825957234,0.026752859273993037,0.0,0.0,0.1966185977125808,0.06355047240179015,0.1965191447041273,6.57
Дарья Донцова,Муму с аквалангом,Виола Тараканова,2008,viola,ВТ_Муму с аквалангом.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\viola__ВТ_Муму с аквалангом.txt.russian-syntagrus-ud-2.12-230717.conllu,4501,36808,9888,8.18,3.72,2.2,3.71,3.0,2,13,2.61,1.79,9.02,9.4,1.62,0.42,5387,3615,1772,0.67,0.33,2.04,0.8,0.39,0.45519822006472493,0.019619741100323624,0.012944983818770227,0.03944174757281554,0.0,0.029328478964401293,0.021035598705501618,0.0,0.0,0.183960355987055,0.056836569579288024,0.18163430420711973,6.18
Дарья Донцова,Муха в самолете,Виола Тараканова,2005,viola,ВТ_Муха в самолете.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\viola__ВТ_Муха в самолете.txt.russian-syntagrus-ud-2.12-230717.conllu,3596,36809,9986,10.24,3.69,2.78,3.97,4.0,2,13,2.97,1.79,11.03,11.33,1.59,0.42,6390,4280,2110,0.67,0.33,2.03,1.19,0.59,0.36010414580412575,0.026036451031444023,0.008812337272181054,0.05808131383937513,0.0,0.02703785299419187,0.02473462847987182,0.0,0.0,0.17113959543360704,0.06659323052273182,0.2574604446224715,7.03
Дарья Донцова,Неудачная карьера мегеры,Виола Тараканова,2022,viola,ВТ_Неудачная карьера мегеры.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\viola__ВТ_Неудачная карьера мегеры.txt.russian-syntagrus-ud-2.12-230717.conllu,4367,36772,9858,8.42,3.73,2.26,3.77,4.0,2,12,2.7,1.8,8.5,9.3,1.59,0.41,5491,3553,1938,0.65,0.35,1.83,0.81,0.44,0.4429904645972814,0.014911746804625686,0.026881720430107527,0.04209778859809292,0.0,0.033881111787380805,0.022925542706431323,0.0,0.0,0.15976871576384663,0.05589369040373301,0.2006492189085007,6.19
Дарья Донцова,Ночной кошмар Железного Любовника,Виола Тараканова,2013,viola,ВТ_Ночной кошмар Железного Любовника.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\viola__ВТ_Ночной кошмар Железного Любовника.txt.russian-syntagrus-ud-2.12-230717.conllu,4085,36813,9397,9.01,3.92,2.3,3.89,4.0,2,12,2.69,1.8,8.96,10.38,1.66,0.44,5312,3465,1847,0.65,0.35,1.88,0.85,0.45,0.4347132063424497,0.022134723848036608,0.020432052782803023,0.04118335639033734,0.0,0.029371075875279345,0.026072150686389274,0.0,0.0,0.17143769288070662,0.0573587315100564,0.19729700968394168,6.39
Дарья Донцова,Приданое лохматой обезьяны,Виола Тараканова,2010,viola,ВТ_Приданое лохматой обезьяны.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\viola__ВТ_Приданое лохматой обезьяны.txt.russian-syntagrus-ud-2.12-230717.conllu,4567,36845,9948,8.07,3.7,2.18,3.69,3.0,2,13,2.57,1.8,8.36,9.44,1.6,0.41,5381,3475,1906,0.65,0.35,1.82,0.76,0.42,0.45908725371934056,0.015078407720144753,0.015480498592681946,0.04191797346200241,0.0,0.02864897466827503,0.02985524728588661,0.0,0.0,0.17470848411741052,0.06061519903498191,0.17460796139927623,6.06
Дарья Донцова,Путеводитель по Лукоморью,Виола Тараканова,2012,viola,ВТ_Путеводитель по Лукоморью.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\viola__ВТ_Путеводитель по Лукоморью.txt.russian-syntagrus-ud-2.12-230717.conllu,3834,36828,9187,9.61,4.01,2.4,4.01,4.0,2,11,2.71,1.82,9.51,11.32,1.69,0.46,5353,3394,1959,0.63,0.37,1.73,0.89,0.51,0.4173288342222706,0.031130945901817787,0.021878741700228584,0.045281375857189506,0.0,0.02949820398389028,0.028627408294328943,0.0,0.0,0.1622945466419941,0.05681941874387722,0.20714052465440297,6.59
Дарья Донцова,Скелет из пробирки,Виола Тараканова,2002,viola,ВТ_Скелет из пробирки.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\viola__ВТ_Скелет из пробирки.txt.russian-syntagrus-ud-2.12-230717.conllu,4159,36818,9870,8.85,3.73,2.37,3.86,4.0,2,11,2.72,1.8,9.25,10.25,1.64,0.43,5711,3631,2080,0.64,0.36,1.75,0.87,0.5,0.42127659574468085,0.02684903748733536,0.01347517730496454,0.05612968591691996,0.0,0.030192502532928066,0.023100303951367782,0.0,0.0,0.17933130699088146,0.06109422492401216,0.18855116514690984,7.18
Дарья Донцова,Страстная ночь в зоопарке,Виола Тараканова,2010,viola,ВТ_Страстная ночь в зоопарке.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\viola__ВТ_Страстная ночь в зоопарке.txt.russian-syntagrus-ud-2.12-230717.conllu,3837,36825,9634,9.6,3.82,2.51,4.04,4.0,2,11,2.7,1.82,10.01,11.3,1.67,0.44,5797,3777,2020,0.65,0.35,1.87,0.98,0.53,0.39827693585219015,0.023666182271123104,0.02096740709985468,0.04141581897446543,0.0,0.03186630682997717,0.029478928793855098,0.0,0.0,0.18279011833091136,0.062279427029271334,0.20925887481835168,7.07
Дарья Донцова,Стриптиз Жар-птицы,Виола Тараканова,2008,viola,ВТ_Стриптиз Жар-птицы.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\viola__ВТ_Стриптиз Жар-птицы.txt.russian-syntagrus-ud-2.12-230717.conllu,4496,36857,10041,8.2,3.67,2.23,3.68,3.0,2,14,2.69,1.78,9.17,9.6,1.6,0.41,5545,3761,1784,0.68,0.32,2.11,0.84,0.4,0.44776416691564586,0.018623643063439898,0.010058759087740265,0.045911761776715465,0.0,0.02459914351160243,0.02559506025296285,0.0,0.0,0.19051887262224879,0.052883178966238426,0.18404541380340603,6.13
Дарья Донцова,Торт от Ябеды-корябеды,Виола Тараканова,2023,viola,ВТ_Торт от Ябеды-корябеды.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\viola__ВТ_Торт от Ябеды-корябеды.txt.russian-syntagrus-ud-2.12-230717.conllu,4696,36778,9936,7.83,3.7,2.12,3.73,3.0,2,11,2.57,1.82,7.71,9.15,1.62,0.42,5240,3349,1891,0.64,0.36,1.77,0.71,0.4,0.4726247987117552,0.008856682769726247,0.022745571658615137,0.033816425120772944,0.0,0.035326086956521736,0.024456521739130436,0.0,0.0,0.16153381642512077,0.06511674718196457,0.17552334943639292,5.88
Дарья Донцова,Три желания женщины-мечты,Виола Тараканова,2015,viola,ВТ_Три желания женщины-мечты.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\viola__ВТ_Три желания женщины-мечты.txt.russian-syntagrus-ud-2.12-230717.conllu,3818,36804,9482,9.64,3.88,2.48,4.04,4.0,2,13,2.76,1.83,10.31,11.14,1.63,0.42,5664,3717,1947,0.66,0.34,1.91,0.97,0.51,0.4026576671588272,0.020776207551149548,0.013921113689095127,0.04577093440202489,0.0,0.036173802995148704,0.023729171060957604,0.0,0.0,0.18782957182029109,0.06496519721577726,0.20417633410672853,6.55
Дарья Донцова,Три мешка хитростей,Виола Тараканова,2001,viola,ВТ_Три мешка хитростей.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\viola__ВТ_Три мешка хитростей.txt.russian-syntagrus-ud-2.12-230717.conllu,3818,36866,9453,9.66,3.9,2.48,4.02,4.0,2,13,2.78,1.81,10.4,10.6,1.7,0.46,5635,3659,1976,0.65,0.35,1.85,0.96,0.52,0.40389294403892945,0.029831799428752775,0.009838146620120596,0.06114461017666349,0.0,0.02655241722204591,0.024754046334496984,0.0,0.0,0.17359568390986987,0.05691314926478366,0.21347720300433726,6.4
Дарья Донцова,Ужас на крыльях ночи,Виола Тараканова,2014,viola,ВТ_Ужас на крыльях ночи.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\viola__ВТ_Ужас на крыльях ночи.txt.russian-syntagrus-ud-2.12-230717.conllu,4096,36789,9613,8.98,3.83,2.35,3.89,4.0,2,11,2.67,1.81,9.68,10.17,1.63,0.42,5517,3400,2117,0.62,0.38,1.61,0.83,0.52,0.4260896702382191,0.024758140018724645,0.019036721106834496,0.04910017684385728,0.0,0.03724123582648497,0.02538229480911266,0.0,0.0,0.16415270987204827,0.06470404660355768,0.18953500468116094,6.29
Дарья Донцова,Урожай ядовитых ягодок,Виола Тараканова,2002,viola,ВТ_Урожай ядовитых ягодок.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\viola__ВТ_Урожай ядовитых ягодок.txt.russian-syntagrus-ud-2.12-230717.conllu,4047,36842,9829,9.1,3.75,2.43,3.86,4.0,2,13,2.77,1.8,10.31,10.96,1.63,0.44,5782,3788,1994,0.66,0.34,1.9,0.94,0.49,0.4117407671177129,0.020449689693763352,0.010377454471462001,0.05829687658968359,0.0,0.030114965917183843,0.024112320683691117,0.0,0.0,0.1615627225557025,0.059517753586326175,0.22382744938447452,6.33
Дарья Донцова,Фанатка голого короля,Виола Тараканова,2012,viola,ВТ_Фанатка голого короля.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\viola__ВТ_Фанатка голого короля.txt.russian-syntagrus-ud-2.12-230717.conllu,3949,36838,9560,9.33,3.85,2.42,3.94,4.0,2,11,2.69,1.8,9.59,10.39,1.65,0.44,5611,3589,2022,0.64,0.36,1.77,0.91,0.51,0.4130753138075314,0.023640167364016737,0.014121338912133892,0.04560669456066946,0.0,0.034205020920502094,0.025732217573221756,0.0,0.0,0.16255230125523012,0.06820083682008368,0.21286610878661089,6.41
Дарья Донцова,Фея с золотыми зубами,Виола Тараканова,2010,viola,ВТ_Фея с золотыми зубами.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\viola__ВТ_Фея с золотыми зубами.txt.russian-syntagrus-ud-2.12-230717.conllu,3891,36857,9720,9.47,3.79,2.5,3.92,4.0,2,12,2.75,1.81,10.4,10.66,1.61,0.41,5829,3943,1886,0.68,0.32,2.09,1.01,0.48,0.40030864197530863,0.020370370370370372,0.013786008230452675,0.047325102880658436,0.0,0.027160493827160494,0.02397119341563786,0.0,0.0,0.17890946502057614,0.061419753086419754,0.22674897119341564,6.63
Дарья Донцова,Филе из Золотого Петушка,Виола Тараканова,2004,viola,ВТ_Филе из Золотого Петушка.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\viola__ВТ_Филе из Золотого Петушка.txt.russian-syntagrus-ud-2.12-230717.conllu,3870,36755,9629,9.5,3.82,2.49,3.9,4.0,2,12,2.81,1.8,10.26,10.35,1.63,0.43,5759,3721,2038,0.65,0.35,1.83,0.96,0.53,0.40180704122961886,0.028351853775054524,0.012773912140409181,0.06075397237511684,0.0,0.028144147886592585,0.024717000726970608,0.0,0.0,0.17177276975802264,0.05701526638280195,0.21466403572541282,6.48
Дарья Донцова,Фокус-покус от Василисы Ужасной,Виола Тараканова,2004,viola,ВТ_Фокус-покус от Василисы Ужасной.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\viola__ВТ_Фокус-покус от Василисы Ужасной.txt.russian-syntagrus-ud-2.12-230717.conllu,4014,36813,9614,9.17,3.83,2.4,3.83,4.0,2,11,2.89,1.78,10.5,10.18,1.63,0.43,5600,3534,2066,0.63,0.37,1.71,0.88,0.51,0.41751612232161434,0.030060328687330974,0.013105887247763678,0.05325566881630955,0.0,0.02995631370917412,0.024443519866860827,0.0,0.0,0.163095485749948,0.06407322654462243,0.20449344705637612,6.68
Дарья Донцова,Хеппи-энд для Дездемоны,Виола Тараканова,2007,viola,ВТ_Хеппи-энд для Дездемоны.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\viola__ВТ_Хеппи-энд для Дездемоны.txt.russian-syntagrus-ud-2.12-230717.conllu,4760,36864,10384,7.74,3.55,2.18,3.61,3.0,2,15,2.62,1.79,7.83,9.11,1.58,0.41,5624,3895,1729,0.69,0.31,2.25,0.82,0.36,0.45839753466872113,0.01550462249614792,0.011652542372881356,0.038135593220338986,0.0,0.02349768875192604,0.02426810477657935,0.0,0.0,0.20714560862865947,0.05344761171032358,0.1679506933744222,6.02
Дарья Донцова,Человек-невидимка в стразах,Виола Тараканова,2009,viola,ВТ_Человек-невидимка в стразах.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\viola__ВТ_Человек-невидимка в стразах.txt.russian-syntagrus-ud-2.12-230717.conllu,3867,36872,9726,9.54,3.79,2.52,3.93,4.0,2,13,2.73,1.81,9.72,11.3,1.61,0.42,5859,3897,1962,0.67,0.33,1.99,1.01,0.51,0.39759407772979644,0.020357803824799507,0.012749331688258276,0.04667900472959079,0.0,0.024573308657207485,0.025293028994447873,0.0,0.0,0.18486530947974503,0.072074850915073,0.21581328398108163,6.46
Дарья Донцова,Черт из табакерки,Виола Тараканова,2001,viola,ВТ_Черт из табакерки.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\viola__ВТ_Черт из табакерки.txt.russian-syntagrus-ud-2.12-230717.conllu,4112,36845,9389,8.96,3.92,2.28,3.89,4.0,2,11,2.65,1.8,9.08,10.58,1.7,0.47,5277,3435,1842,0.65,0.35,1.86,0.84,0.45,0.4379593140909575,0.026733411438917883,0.007988071147087017,0.052188731494301845,0.0,0.026200873362445413,0.026094365747150922,0.0,0.0,0.1665779103205879,0.056981574182554055,0.19927574821599744,6.15
Дарья Донцова,Чудеса в кастрюльке,Виола Тараканова,2002,viola,ВТ_Чудеса в кастрюльке.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\viola__ВТ_Чудеса в кастрюльке.txt.russian-syntagrus-ud-2.12-230717.conllu,3969,36841,9771,9.28,3.77,2.46,3.9,4.0,2,11,2.73,1.81,10.29,10.1,1.64,0.44,5802,3696,2106,0.64,0.36,1.75,0.93,0.53,0.40620202640466685,0.028349196602190155,0.011564834714972879,0.0605874526660526,0.0,0.028349196602190155,0.025278886500869922,0.0,0.0,0.16374987207041244,0.06140620202640467,0.2145123324122403,6.68
Дарья Донцова,Чудовище без красавицы,Виола Тараканова,2001,viola,ВТ_Чудовище без красавицы.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\viola__ВТ_Чудовище без красавицы.txt.russian-syntagrus-ud-2.12-230717.conllu,3591,36806,9339,10.25,3.94,2.6,4.15,4.0,2,13,2.83,1.81,10.39,12.63,1.65,0.44,5748,3647,2101,0.63,0.37,1.74,1.02,0.59,0.38451654352714426,0.03426491058999893,0.014776742691937038,0.0636042402826855,0.0,0.032658742906092726,0.022272191883499305,0.0,0.0,0.1831031159653068,0.057393725238248205,0.20740978691508727,6.95
Дарья Донцова,Аллергия на кота Базилио,Даша Васильева,2021,dasha,ДВ_Аллергия на кота Базилио.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Аллергия на кота Базилио.txt.russian-syntagrus-ud-2.12-230717.conllu,4238,36774,9607,8.68,3.83,2.27,3.8,4.0,2,11,2.74,1.81,9.41,9.52,1.6,0.41,5369,3559,1810,0.66,0.34,1.97,0.84,0.43,0.44113667117726657,0.010513167482044342,0.025398147184344747,0.03726449463932549,0.0,0.03695222233787863,0.02571041948579161,0.0,0.0,0.14614343707713126,0.052565837410221715,0.22431560320599564,6.93
Дарья Донцова,Ананас на ёлке,Даша Васильева,2023,dasha,ДВ_Ананас на ёлке.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Ананас на ёлке.txt.russian-syntagrus-ud-2.12-230717.conllu,4355,36782,9726,8.45,3.78,2.23,3.87,4.0,2,14,2.57,1.84,8.78,9.41,1.66,0.44,5371,3371,2000,0.63,0.37,1.69,0.77,0.46,0.4477688669545548,0.012749331688258276,0.031050791692370964,0.040098704503392965,0.0,0.037425457536500104,0.022414147645486326,0.0,0.0,0.16162862430598396,0.06189594900267325,0.18496812667077936,6.26
Дарья Донцова,Аполлон на миллион,Даша Васильева,2015,dasha,ДВ_Аполлон на миллион.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Аполлон на миллион.txt.russian-syntagrus-ud-2.12-230717.conllu,4223,36833,9875,8.72,3.73,2.34,3.83,4.0,2,13,2.68,1.82,9.38,10.42,1.61,0.42,5652,3625,2027,0.64,0.36,1.79,0.86,0.48,0.4276455696202532,0.016708860759493672,0.01620253164556962,0.04475949367088607,0.0,0.03959493670886076,0.0219746835443038,0.0,0.0,0.17549367088607595,0.0660253164556962,0.19159493670886077,6.37
Дарья Донцова,Бассейн с крокодилами,Даша Васильева,2000,dasha,ДВ_Бассейн с крокодилами.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Бассейн с крокодилами.txt.russian-syntagrus-ud-2.12-230717.conllu,4019,36803,9197,9.16,4.0,2.29,3.94,4.0,2,10,2.61,1.8,9.45,10.27,1.71,0.47,5178,3160,2018,0.61,0.39,1.57,0.79,0.5,0.4369903229313907,0.029574861367837338,0.009133413069479178,0.06937044688485376,0.0,0.029248668043927367,0.022724801565727953,0.0,0.0,0.1602696531477656,0.05936718495161466,0.1833206480374035,6.22
Дарья Донцова,Белый конь на принце,Даша Васильева,2009,dasha,ДВ_Белый конь на принце.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Белый конь на принце.txt.russian-syntagrus-ud-2.12-230717.conllu,3810,36808,9571,9.66,3.85,2.51,3.96,4.0,2,15,2.76,1.81,10.29,11.12,1.64,0.43,5761,3856,1905,0.67,0.33,2.02,1.01,0.5,0.39807752585936684,0.021000940340612267,0.01713509560129558,0.041479469229965524,0.0,0.02518023195068436,0.03009089959251907,0.0,0.0,0.15943997492425033,0.06415212621460663,0.2434437362866994,6.8
Дарья Донцова,Бенефис мартовской кошки,Даша Васильева,2002,dasha,ДВ_Бенефис мартовской кошки.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Бенефис мартовской кошки.txt.russian-syntagrus-ud-2.12-230717.conllu,3689,36790,9388,9.97,3.92,2.54,4.03,4.0,2,12,2.8,1.8,10.21,12.16,1.68,0.46,5699,3544,2155,0.62,0.38,1.64,0.96,0.58,0.39294844482317853,0.03131657435023434,0.015871325095867063,0.06284618662121857,0.0,0.03184916915210907,0.027268853855986364,0.0,0.0,0.1684064763527908,0.0603962505325948,0.20909671921602044,6.98
Дарья Донцова,Блоха на балу,Даша Васильева,2024,dasha,ДВ_Блоха на балу.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Блоха на балу.txt.russian-syntagrus-ud-2.12-230717.conllu,4439,36802,9786,8.29,3.76,2.2,3.8,4.0,2,13,2.65,1.82,9.46,9.96,1.65,0.43,5347,3265,2082,0.61,0.39,1.57,0.74,0.47,0.4536071939505416,0.014203964847741671,0.027181688125894134,0.04291845493562232,0.0,0.03750255466993664,0.026364193746167996,0.0,0.0,0.15552830574289803,0.06458205599836501,0.1781115879828326,6.24
Дарья Донцова,Вакантное место райской птички,Даша Васильева,2021,dasha,ДВ_Вакантное место райской птички.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Вакантное место райской птички.txt.russian-syntagrus-ud-2.12-230717.conllu,4545,36794,9911,8.1,3.71,2.18,3.7,3.0,2,11,2.6,1.8,8.71,8.38,1.56,0.4,5366,3408,1958,0.64,0.36,1.74,0.75,0.43,0.4585813742306528,0.010190697205125618,0.025829885985268895,0.04197356472606195,0.0,0.034910705276964986,0.022298456260720412,0.0,0.0,0.15760266370699222,0.062354959136313184,0.1862576934718999,6.62
Дарья Донцова,Вынос дела,Даша Васильева,2000,dasha,ДВ_Вынос дела.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Вынос дела.txt.russian-syntagrus-ud-2.12-230717.conllu,3916,36736,9370,9.38,3.92,2.39,4.0,4.0,2,10,2.7,1.82,9.71,10.57,1.71,0.47,5454,3449,2005,0.63,0.37,1.72,0.88,0.51,0.41782283884738525,0.027001067235859124,0.008324439701173959,0.0664887940234792,0.0,0.030843116328708644,0.022838847385272146,0.0,0.0,0.18036286019210246,0.05859124866595518,0.18772678762006403,6.34
Дарья Донцова,Гарпия с пропеллером,Даша Васильева,2003,dasha,ДВ_Гарпия с пропеллером.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Гарпия с пропеллером.txt.russian-syntagrus-ud-2.12-230717.conllu,3704,36838,9535,9.95,3.86,2.57,4.02,4.0,2,12,2.78,1.79,10.42,9.98,1.65,0.45,5831,3727,2104,0.64,0.36,1.77,1.01,0.57,0.38846355532249605,0.027477713686418458,0.011326691137912952,0.06743576297850026,0.0,0.029889879391714735,0.023597273203985317,0.0,0.0,0.18395385422129,0.060933403251179866,0.20692186680650235,6.8
Дарья Донцова,Гений страшной красоты,Даша Васильева,2011,dasha,ДВ_Гений страшной красоты.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Гений страшной красоты.txt.russian-syntagrus-ud-2.12-230717.conllu,3991,36843,9560,9.23,3.85,2.4,3.91,4.0,2,13,2.68,1.79,10.17,10.27,1.63,0.43,5569,3558,2011,0.64,0.36,1.77,0.89,0.5,0.4174686192468619,0.021443514644351465,0.01684100418410042,0.044874476987447696,0.0,0.033891213389121336,0.02688284518828452,0.0,0.0,0.18744769874476988,0.06642259414225941,0.18472803347280334,6.57
Дарья Донцова,Годовой абонемент на тот свет,Даша Васильева,2019,dasha,ДВ_Годовой абонемент на тот свет.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Годовой абонемент на тот свет.txt.russian-syntagrus-ud-2.12-230717.conllu,4920,36790,10210,7.48,3.6,2.08,3.58,3.0,2,13,2.61,1.81,8.44,8.23,1.57,0.4,5290,3480,1810,0.66,0.34,1.92,0.71,0.37,0.48188050930460335,0.010773751224289911,0.024191968658178256,0.03379040156709109,0.0,0.02899118511263467,0.023310479921645446,0.0,0.0,0.1664054848188051,0.05621939275220372,0.1744368266405485,6.36
Дарья Донцова,Дама с коготками,Даша Васильева,1999,dasha,ДВ_Дама с коготками.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Дама с коготками.txt.russian-syntagrus-ud-2.12-230717.conllu,3900,36851,9376,9.45,3.93,2.4,4.05,4.0,2,13,2.6,1.82,9.68,10.31,1.69,0.46,5476,3383,2093,0.62,0.38,1.62,0.87,0.54,0.4159556313993174,0.025063993174061435,0.009812286689419795,0.06399317406143344,0.0,0.03348976109215017,0.024637372013651876,0.0,0.0,0.15688993174061433,0.06623293515358361,0.20392491467576793,6.26
Дарья Донцова,Дантисты тоже плачут,Даша Васильева,1999,dasha,ДВ_Дантисты тоже плачут.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Дантисты тоже плачут.txt.russian-syntagrus-ud-2.12-230717.conllu,4151,36857,9144,8.88,4.03,2.2,3.94,4.0,2,10,2.53,1.83,9.11,9.7,1.72,0.48,4993,2899,2094,0.58,0.42,1.38,0.7,0.5,0.4539588801399825,0.027230971128608925,0.00699912510936133,0.059820647419072615,0.0,0.03433945756780402,0.03160542432195976,0.0,0.0,0.13637357830271216,0.06900699912510937,0.18066491688538933,6.34
Дарья Донцова,Дневник пакостей Снежинки,Даша Васильева,2018,dasha,ДВ_Дневник пакостей Снежинки.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Дневник пакостей Снежинки.txt.russian-syntagrus-ud-2.12-230717.conllu,4863,36763,10132,7.56,3.63,2.08,3.56,3.0,2,11,2.64,1.8,8.18,9.42,1.57,0.39,5269,3417,1852,0.65,0.35,1.85,0.7,0.38,0.47996446900908013,0.010955388866956179,0.02250296091590999,0.03513620213185945,0.0,0.03257007500986972,0.022996446900908015,0.0,0.0,0.16768653770232925,0.05862613501776549,0.16956178444532174,6.15
Дарья Донцова,Доллары царя Гороха,Даша Васильева,2004,dasha,ДВ_Доллары царя Гороха.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Доллары царя Гороха.txt.russian-syntagrus-ud-2.12-230717.conllu,4075,36820,9747,9.04,3.78,2.39,3.82,4.0,2,13,2.79,1.8,9.38,9.72,1.63,0.43,5672,3582,2090,0.63,0.37,1.71,0.88,0.51,0.4180773571355289,0.02965014876372217,0.009951780034882528,0.054888683697547964,0.0,0.026880065661229097,0.02759823535446804,0.0,0.0,0.1648712424335693,0.06545603775520673,0.20262644916384528,6.63
Дарья Донцова,Домик тетушки лжи,Даша Васильева,2001,dasha,ДВ_Домик тетушки лжи.txt,python_syntax part\dontsova_full_cache_conllu_udpipe\dasha__ДВ_Домик тетушки лжи.txt.russian-syntagrus-ud-2.12-230717.conllu,3755,36806,9660,9.8,3.81,2.57,4.02,4.0,2,12,2.79,1.79,10.49,10.14,1.64,0.44,5905,3701,2204,0.63,0.37,1.68,0.99,0.59,0.3887163561076605,0.029399585921325053,0.012732919254658385,0.06304347826086956,0.0,0.03467908902691511,0.02556935817805383,0.0,0.0,0.17660455486542442,0.06273291925465839,0.20652173913043478,6.68
